revision;file;methodSignature
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_54b18_72172/rev_54b18-72172;/doc/ref/examples/src/com/tightdb/refdoc/SharedGroupIntro;main(String[]);public static void main(String[] args) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_54b18_72172/rev_54b18-72172;/doc/ref/examples/src/com/tightdb/refdoc/DynQueryIntro;main(String[]);public static void main(String[] args) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_54b18_72172/rev_54b18-72172;/doc/ref/examples/src/com/tightdb/refdoc/DynTableExamples;averageExample();public static void averageExample(){
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_55c15_03d7b/rev_55c15-03d7b;/src/java/org/apache/cassandra/io/sstable/SSTableWriter;getBytesRead();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_55d4d_26769/rev_55d4d-26769;/src/java/org/apache/cassandra/db/SuperColumn;serializedSize();public int serializedSize()    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_55d4d_26769/rev_55d4d-26769;/src/java/org/apache/cassandra/db/RangeSliceCommand;getMessage(Integer);public Message getMessage(Integer version) throws IOException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_56e0a_deac4/rev_56e0a-deac4;/src/java/org/apache/cassandra/hadoop/ColumnFamilyInputFormat;getRangeMap(Configuration);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_roboguice/revisions/rev_56fbe_532fa/rev_56fbe-532fa;/samples/src/roboguice/astroboy/activity/AstroPrefActivity;onCreate(Bundle);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_58b14_0d753/rev_58b14-0d753;/subprojects/core-impl/src/main/groovy/org/gradle/api/internal/externalresource/transport/sftp/SftpResource;getName();public String getName() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_61a88_d8125/rev_61a88-d8125;/projects/OG-Analytics/tests/unit/com/opengamma/financial/instrument/future/FutureDefinitionVisitorTest;visitSwapIborIborDefinition(SwapIborIborDefinition);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_orientdb/revisions/rev_65a58_79dd4/rev_65a58-79dd4;/core/src/main/java/com/orientechnologies/orient/core/db/graph/OGraphDatabase;browseElements(String,boolean);public Iterable<ODocument> browseElements(final String iClass, final boolean iPolymorphic) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_65e50_27632/rev_65e50-27632;/lucene/src/test-framework/org/apache/lucene/index/RandomIndexWriter;getReader(boolean);public IndexReader getReader(boolean applyDeletions) throws IOException {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_65e50_27632/rev_65e50-27632;/lucene/src/java/org/apache/lucene/index/DocFieldProcessorPerThread;processDocument(FieldInfos);@Override  public DocumentsWriter.DocWriter processDocument(FieldInfos fieldInfos) throws IOException {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_65e50_27632/rev_65e50-27632;/lucene/src/java/org/apache/lucene/index/DocumentsWriter;doPause();synchronized boolean doPause() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_65e50_27632/rev_65e50-27632;/lucene/src/java/org/apache/lucene/index/NormsWriter;flush(Map<InvertedDocEndConsumerPerThread,Collection<InvertedDocEndConsumerPerField>>,SegmentWriteState);@Override  public void flush(Map<InvertedDocEndConsumerPerThread,Collection<InvertedDocEndConsumerPerField>> threadsAndFields, SegmentWriteState state) throws IOException {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_65e50_27632/rev_65e50-27632;/lucene/src/java/org/apache/lucene/index/IndexWriter;getCurrentFieldInfos();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_67b0c_724d9/rev_67b0c-724d9;/subprojects/core/src/main/groovy/org/gradle/util/Jvm;getJdkExecutable(String);private File getJdkExecutable(String command) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_68d4e_bbd49/rev_68d4e-bbd49;/contrib/pig/src/java/org/apache/cassandra/hadoop/pig/CassandraStorage;getSchema(String,Job);public ResourceSchema getSchema(String location, Job job) throws IOException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_71dfb_f8e02/rev_71dfb-f8e02;/tests/unit/com/opengamma/math/rootfinding/MultiInstrumentBootstrapTest;testSingleJacobian();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_72ab5_8c9d5/rev_72ab5-8c9d5;/projects/OG-Analytics/tests/unit/com/opengamma/financial/equity/variance/VarianceSwapStaticReplicationTest;testHestonVolSurface();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_73b38_92d68/rev_73b38-92d68;/subprojects/launcher/src/main/java/org/gradle/launcher/DaemonMain;lockAndReceive(Connection<Object>,CompletionHandler);private Command lockAndReceive(Connection<Object> connection, CompletionHandler serverControl) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_73b38_92d68/rev_73b38-92d68;/subprojects/launcher/src/main/java/org/gradle/launcher/DaemonServer;accept(int,IncomingConnectionHandler);void accept(int idleTimeout, final IncomingConnectionHandler handler) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_73ced_3ed26/rev_73ced-3ed26;/projects/OG-Web/src/com/opengamma/web/server/push/rest/json/Compressor;compress(String,HttpServletResponse);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_75d0a_c552c/rev_75d0a-c552c;/src/java/org/apache/cassandra/cql3/statements/CreateColumnFamilyStatement;prepare();public ParsedStatement.Prepared prepare() throws RequestValidationException        {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_75fdb_36a1e/rev_75fdb-36a1e;/src/java/org/apache/cassandra/cql/AlterTableStatement;applyPropertiesToCfDef(CfDef,CFPropDefs);public static void applyPropertiesToCfDef(CfDef cfDef, CFPropDefs cfProps) throws InvalidRequestException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_75fdb_36a1e/rev_75fdb-36a1e;/src/java/org/apache/cassandra/cql3/statements/AlterTableStatement;applyPropertiesToCfDef(CfDef,CFPropDefs);public static void applyPropertiesToCfDef(CfDef cfDef, CFPropDefs cfProps) throws InvalidRequestException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_76bd8_94605/rev_76bd8-94605;/src/com/tigthdb/example/Example;main(String[]);public static void main(String[] args) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_realmjava/revisions/rev_76bd8_94605/rev_76bd8-94605;/src/com/tigthdb/example/generated/PersonQuery;or();public PersonSubQuery or() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_77aef_1189e/rev_77aef-1189e;/src/com/opengamma/engine/viewer/ViewerLauncher;setupView();private void setupView() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_77b4e_f8ead/rev_77b4e-f8ead;/src/java/org/apache/cassandra/avro/AvroValidation;validateRange(String,String,ByteBuffer,SliceRange);static void validateRange(String keyspace, String cfName, ByteBuffer superName, SliceRange range)    throws InvalidRequestException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_77b9e_c97ff/rev_77b9e-c97ff;/lucene/core/src/java/org/apache/lucene/search/FieldCacheImpl;createValue(AtomicReader,Entry,boolean);@Override    protected Object createValue(AtomicReader reader, Entry entryKey, boolean setDocsWithField)        throws IOException {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_79e50_2bc07/rev_79e50-2bc07;/solr/src/test/org/apache/solr/client/solrj/TestLBHttpSolrServer;testTwoServers();public void testTwoServers() throws Exception {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_79e50_2bc07/rev_79e50-2bc07;/solr/src/java/org/apache/solr/handler/AnalysisRequestHandlerBase;analyzeTokenStream(TokenStream);private List<AttributeSource> analyzeTokenStream(TokenStream tokenStream) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_79e50_2bc07/rev_79e50-2bc07;/solr/src/test/org/apache/solr/handler/TestReplicationHandler;setUp();public void setUp() throws Exception {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_82dd7_634ee/rev_82dd7-634ee;/src/java/org/apache/cassandra/avro/CassandraDaemon;startServer();protected void startServer()    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_83b75_1a2f3/rev_83b75-1a2f3;/src/java/org/apache/cassandra/io/sstable/SSTableMetadata;serialize(SSTableMetadata,DataOutput);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_83ce9_6b6a4/rev_83ce9-6b6a4;/solr/contrib/dataimporthandler/src/main/java/org/apache/solr/handler/dataimport/SolrWriter;persist(Properties);void persist(Properties p) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_83ce9_6b6a4/rev_83ce9-6b6a4;/solr/contrib/dataimporthandler/src/main/java/org/apache/solr/handler/dataimport/DataImporter;doDeltaImport(SolrWriter,RequestParams);public void doDeltaImport(SolrWriter writer, RequestParams requestParams) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_84bc4_030aa/rev_84bc4-030aa;/src/java/org/apache/cassandra/io/sstable/AbstractSSTableSimpleWriter;makeFilename(File,String,String);protected static String makeFilename(File directory, final String keyspace, final String columnFamily)    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_85d02_50193/rev_85d02-50193;/src/com/opengamma/financial/view/rest/ViewResource;performComputation(long);@POST  @Path (VIEW_PERFORMCOMPUTATION + "/{
/home/ines/gjcc/fpfnanalysis/samplerpl/java_orientdb/revisions/rev_85ea2_9c9d3/rev_85ea2-9c9d3;/core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/ODurablePage;setBinaryValue(int,byte[]);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_86a07_41ef8/rev_86a07-41ef8;/src/java/org/apache/cassandra/cql3/statements/UpdateStatement;mutationForKey(CFDefinition,ByteBuffer,ColumnNameBuilder,UpdateParameters,ConsistencyLevel);private IMutation mutationForKey(CFDefinition cfDef, ByteBuffer key, ColumnNameBuilder builder, UpdateParameters params, ConsistencyLevel cl)    throws InvalidRequestException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_86a07_41ef8/rev_86a07-41ef8;/src/java/org/apache/cassandra/config/ColumnDefinition;deleteFromSchema(RowMutation,String,AbstractType<?>,long);public void deleteFromSchema(RowMutation rm, String cfName, AbstractType<?> comparator, long timestamp)    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_86a07_41ef8/rev_86a07-41ef8;/src/java/org/apache/cassandra/cql3/statements/DeleteStatement;mutationForKey(CFDefinition,ByteBuffer,ColumnNameBuilder,boolean,UpdateParameters);public RowMutation mutationForKey(CFDefinition cfDef, ByteBuffer key, ColumnNameBuilder builder, boolean isRange, UpdateParameters params)    throws InvalidRequestException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_87e82_750b3/rev_87e82-750b3;/tests/unit/com/opengamma/math/minimization/ConjugateGradientTest;TestSolvingCoupledRosenbrock();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_088f8_457cc/rev_088f8-457cc;/src/main/java/redis/clients/jedis/Commands;zrevrangeWithScores(String,int,int);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_088f8_457cc/rev_088f8-457cc;/src/main/java/redis/clients/jedis/Client;zremrangeByRank(String,int,int);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_088f8_457cc/rev_088f8-457cc;/src/main/java/redis/clients/jedis/Jedis;zremrangeByRank(String,int,int);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_088f8_457cc/rev_088f8-457cc;/src/main/java/redis/clients/jedis/BinaryClient;zremrangeByRank(byte[],int,int);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_088f8_457cc/rev_088f8-457cc;/src/main/java/redis/clients/jedis/ShardedJedis;zremrangeByRank(String,int,int);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_88b65_63adc/rev_88b65-63adc;/projects/OG-Analytics/tests/unit/com/opengamma/financial/equity/varswap/VarSwapStaticReplicationTest;testExpiredSwap();@Test  public void testExpiredSwap() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_093b1_84fff/rev_093b1-84fff;/projects/OG-Financial/src/com/opengamma/financial/analytics/model/equity/variance/EquityVarianceSwapYieldCurveNodeSensitivityFunction;getCurveSpecRequirement(Currency);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_093b1_84fff/rev_093b1-84fff;/projects/OG-Financial/src/com/opengamma/financial/analytics/model/volatility/surface/black/EquityBlackVolatilitySurfaceFunction;isCorrectIdType(ComputationTarget);@Override  protected boolean isCorrectIdType(final ComputationTarget target) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_093b1_84fff/rev_093b1-84fff;/projects/OG-Financial/src/com/opengamma/financial/analytics/model/equity/variance/EquityForwardFromSpotAndYieldCurveFunction;getValueSpecification(EquityVarianceSwapSecurity);private ValueSpecification getValueSpecification(final EquityVarianceSwapSecurity security) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_093b1_84fff/rev_093b1-84fff;/projects/OG-Util/src/com/opengamma/util/map/HashMap2;entrySet();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_093b1_84fff/rev_093b1-84fff;/projects/OG-Financial/src/com/opengamma/financial/analytics/model/simpleinstrument/SimpleFuturePresentValueFunction;getRequirements(FunctionCompilationContext,ComputationTarget,ValueRequirement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_093b1_84fff/rev_093b1-84fff;/projects/OG-Financial/src/com/opengamma/financial/analytics/model/equity/variance/EquityVarianceSwapFunction;getVolatilitySurfaceRequirement(EquityVarianceSwapSecurity);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_093b1_84fff/rev_093b1-84fff;/projects/OG-Financial/src/com/opengamma/financial/analytics/model/forex/option/localvol/ForexLocalVolatilityForwardPDEPresentValueFunction;getSpotRequirement(FXOptionSecurity);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_93bd3_1078e/rev_93bd3-1078e;/src/java/org/apache/cassandra/service/MigrationManager;deserializeMigrationMessage(byte[],int);public static Collection<RowMutation> deserializeMigrationMessage(byte[] data, int version) throws IOException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_94f5a_0c46c/rev_94f5a-0c46c;/test/unit/org/apache/cassandra/db/DefsTest;addTestCF(String,String,String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_94f5a_0c46c/rev_94f5a-0c46c;/src/java/org/apache/cassandra/config/CFMetaData;apply(org.apache.cassandra.avro.CfDef);public void apply(org.apache.cassandra.avro.CfDef cf_def) throws ConfigurationException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_94f5a_87987/rev_94f5a-87987;/test/unit/org/apache/cassandra/db/DefsTest;addTestCF(String,String,String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_94f5a_87987/rev_94f5a-87987;/src/java/org/apache/cassandra/config/CFMetaData;apply(org.apache.cassandra.avro.CfDef);public void apply(org.apache.cassandra.avro.CfDef cf_def) throws ConfigurationException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_95cf9_ce642/rev_95cf9-ce642;/src/java/org/apache/cassandra/db/index/SecondaryIndexManager;update(IColumn,IColumn);public void update(IColumn oldColumn, IColumn column)        {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_97cf6_0dc5c/rev_97cf6-0dc5c;/projects/OG-Core/src/main/java/com/opengamma/core/config/impl/RemoteConfigSource;getConfig(Class<R>,String,VersionCorrection);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_97cf6_0dc5c/rev_97cf6-0dc5c;/projects/OG-Financial/src/main/java/com/opengamma/financial/analytics/model/sabrcube/SABRCMSSpreadNoExtrapolationYCNSFunction;getResultProperties(ComputationTarget,ValueRequirement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_97cf6_0dc5c/rev_97cf6-0dc5c;/projects/OG-Financial/src/main/java/com/opengamma/financial/analytics/model/sabrcube/SABRCMSSpreadRightExtrapolationYCNSFunction;getResultProperties(ComputationTarget,ValueRequirement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_97cf6_0dc5c/rev_97cf6-0dc5c;/projects/OG-Financial/src/test/java/com/opengamma/financial/analytics/volatility/surface/BloombergIRFuturePriceCurveInstrumentProviderTest;whenThisBeginsToFailCheckIfERZ1IsValid();@Test(enabled = false)  // Disabled so that the v1.2.x branch builds cleanly  public void whenThisBeginsToFailCheckIfERZ1IsValid() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_97cf6_0dc5c/rev_97cf6-0dc5c;/projects/OG-Financial/src/main/java/com/opengamma/financial/analytics/model/sabrcube/SABRNoExtrapolationYCNSFunction;getResultProperties(ComputationTarget,ValueRequirement);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_97cf6_0dc5c/rev_97cf6-0dc5c;/projects/OG-Core/src/main/java/com/opengamma/core/config/impl/DataConfigSourceResource;uriPut(URI);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_97cf6_0dc5c/rev_97cf6-0dc5c;/projects/OG-Web/src/main/java/com/opengamma/web/spring/DemoStandardFunctionConfiguration;addLocalVolatilityCalculators(List<FunctionConfiguration>);private static void addLocalVolatilityCalculators(final List<FunctionConfiguration> functionConfigs) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_127a2_35850/rev_127a2-35850;/subprojects/plugin-use/src/main/java/org/gradle/plugin/use/resolve/service/internal/CachingPluginResolutionServiceClient;close();public void close() throws IOException {
